model_name,feature,importance,importance_type
random_forest,primary_activity_country_germany,9.881453204552598e-05,native_feature_importance
random_forest,primary_activity_country_eire,7.325971610038174e-05,native_feature_importance
random_forest,primary_activity_country_france,6.989874408730548e-05,native_feature_importance
random_forest,primary_activity_country_belgium,4.8877648023356526e-05,native_feature_importance
random_forest,primary_activity_country_netherlands,3.940352965674115e-05,native_feature_importance
random_forest,primary_activity_country_sweden,2.2368308247499235e-05,native_feature_importance
random_forest,primary_activity_country_japan,1.3448172965220628e-05,native_feature_importance
random_forest,total_charges_missing_flag,9.480496844956449e-06,native_feature_importance
random_forest,primary_activity_country_portugal,9.29728592841251e-06,native_feature_importance
random_forest,primary_activity_country_united_arab_emirates,6.25826882715534e-06,native_feature_importance
random_forest,primary_activity_country_channel_islands,5.927333229398719e-06,native_feature_importance
random_forest,primary_activity_country_spain,3.536591340764184e-06,native_feature_importance
random_forest,primary_activity_country_switzerland,1.5424706119037611e-06,native_feature_importance
random_forest,primary_activity_country_norway,7.667834976465778e-07,native_feature_importance
random_forest,primary_activity_country_thailand,0.0,native_feature_importance
random_forest,primary_activity_country_unspecified,0.0,native_feature_importance
random_forest,primary_activity_country_singapore,0.0,native_feature_importance
random_forest,primary_activity_country_saudi_arabia,0.0,native_feature_importance
random_forest,primary_activity_country_usa,0.0,native_feature_importance
random_forest,primary_activity_country_rsa,0.0,native_feature_importance
random_forest,primary_activity_country_west_indies,0.0,native_feature_importance
random_forest,primary_activity_country_poland,0.0,native_feature_importance
random_forest,dependents_nan,0.0,native_feature_importance
random_forest,primary_activity_country_bahrain,0.0,native_feature_importance
random_forest,primary_activity_country_malta,0.0,native_feature_importance
random_forest,tenure_segment_nan,0.0,native_feature_importance
random_forest,customer_value_segment_nan,0.0,native_feature_importance
random_forest,payment_method_nan,0.0,native_feature_importance
random_forest,paperless_billing_nan,0.0,native_feature_importance
random_forest,contract_nan,0.0,native_feature_importance
random_forest,streaming_movies_nan,0.0,native_feature_importance
random_forest,streaming_tv_nan,0.0,native_feature_importance
random_forest,tech_support_nan,0.0,native_feature_importance
random_forest,device_protection_nan,0.0,native_feature_importance
random_forest,online_backup_nan,0.0,native_feature_importance
random_forest,online_security_nan,0.0,native_feature_importance
random_forest,gender_nan,0.0,native_feature_importance
random_forest,internet_service_nan,0.0,native_feature_importance
random_forest,partner_nan,0.0,native_feature_importance
random_forest,multiple_lines_nan,0.0,native_feature_importance
random_forest,phone_service_nan,0.0,native_feature_importance
random_forest,identity_confidence_score,0.0,native_feature_importance
random_forest,primary_activity_country_australia,0.0,native_feature_importance
random_forest,primary_activity_country_lithuania,0.0,native_feature_importance
random_forest,primary_activity_country_austria,0.0,native_feature_importance
random_forest,primary_activity_country_lebanon,0.0,native_feature_importance
random_forest,primary_activity_country_korea,0.0,native_feature_importance
random_forest,primary_activity_country_italy,0.0,native_feature_importance
random_forest,primary_activity_country_israel,0.0,native_feature_importance
random_forest,primary_activity_country_iceland,0.0,native_feature_importance
random_forest,primary_activity_country_hong_kong,0.0,native_feature_importance
random_forest,primary_activity_country_greece,0.0,native_feature_importance
random_forest,primary_activity_country_finland,0.0,native_feature_importance
random_forest,primary_activity_country_european_community,0.0,native_feature_importance
random_forest,primary_activity_country_denmark,0.0,native_feature_importance
random_forest,primary_activity_country_czech_republic,0.0,native_feature_importance
random_forest,primary_activity_country_cyprus,0.0,native_feature_importance
random_forest,primary_activity_country_canada,0.0,native_feature_importance
random_forest,primary_activity_country_brazil,0.0,native_feature_importance
random_forest,primary_activity_country_bermuda,0.0,native_feature_importance
random_forest,activity_status_nan,0.0,native_feature_importance
